"x";"y";"roughness"
-77,5;-11,5;0
-77,5;-11;0
-77,5;-10,5;0
-77,5;-10;0,06565757128212
-77,5;-9,5;0,121622366364086
-77,5;-9;0,0623056979737808
-77,5;-8,5;0
-77,5;-8;0,00848528137423856
-77,5;-7,5;0
-77,5;-7;0
-77,5;-6,5;0
-77,5;-6;0
-77,5;-5,5;0,113418987240526
-77,5;-5;0,0777349810106574
-77,5;-4,5;0,0203367483471014
-77,5;-4;0,0608111831820431
-77,5;-3,5;0,0676764360763774
-77,5;-3;0
-77,5;-2,5;0
-77,5;-2;0
-77,5;-1,5;0
-77,5;-1;0
-77,5;-0,5;0
-77,5;0;0,0952106436627054
-77,5;0,5;0,103147951991302
-77,5;1;0
-77,5;1,5;0
-77;-28;0
-77;-27,5;0
-77;-27;0
-77;-26,5;0,0676128685976272
-77;-26;0,0738798896536676
-77;-25,5;0
-77;-25;0
-77;-24,5;0
-77;-24;0
-77;-23,5;0
-77;-23;0,0676290685215382
-77;-22,5;0
-77;-22;0
-77;-21,5;0
-77;-21;0
-77;-20,5;0,0609682294314014
-77;-20;0,0789261257970599
-77;-19,5;0,302935084961255
-77;-19;0,269842076561931
-77;-18,5;0,357482866722309
-77;-18;0
-77;-17,5;0
-77;-17;0
-77;-16,5;0,0291457748306026
-77;-16;0,0586202467866976
-77;-15,5;0,0721248916810279
-77;-15;0,0492394940853151
-77;-14,5;0,0805806310178699
-77;-13;0,0574350753354418
-77;-12,5;0,0842983465884909
-77;-12;0,0939518024120378
-77;-11,5;0,0961648642823822
-77;-11;0,0932327955532101
-77;-10,5;0,078451046307023
-77;-10;0,0992677140433051
-77;-9,5;0,103172759130504
-77;-9;0,0865378915080941
-77;-8,5;0
-77;-8;0,0568967318502398
-77;-7,5;0,0685017436923243
-77;-7;0
-77;-6,5;0
-77;-6;0
-77;-5,5;0,0266013508704327
-77;-5;0,0942806479597491
-77;-4,5;0,0654896475742078
-77;-4;0,0538507336547193
-77;-3,5;0,0654338780090585
-77;-3;0,0559759563768918
-77;-2,5;0
-77;-2;0
-77;-1,5;0
-77;-1;0
-77;-0,5;0,105277783813613
-77;0;0,197700689028094
-77;0,5;0,174117721534544
-77;1;0,130753372593002
-77;1,5;0
-77;2;0,115630013404825
-77;2,5;0,156931229251178
-77;3,5;0
-77;4;0
-76,5;-54;0
-76,5;-53,5;0
-76,5;-53;0
-76,5;-52,5;0
-76,5;-52;0
-76,5;-51,5;0
-76,5;-51;0
-76,5;-50,5;0,0791959594928933
-76,5;-48,5;0
-76,5;-48;0
-76,5;-47,5;0
-76,5;-47;0,258005232505079
-76,5;-46,5;0,133470034090053
-76,5;-46;0,252703603280822
-76,5;-45,5;0
-76,5;-45;0,0849716500880224
-76,5;-44,5;0,0947439627536281
-76,5;-44;0
-76,5;-43,5;0
-76,5;-43;0
-76,5;-42,5;0,0590485675807071
-76,5;-42;0,0789792867218516
-76,5;-41,5;0,0904613989825625
-76,5;-41;0,0696481948985871
-76,5;-40,5;0,0651818435399976
-76,5;-40;0,0575032366238825
-76,5;-39,5;0,066285761652124
-76,5;-39;0,0488697247792537
-76,5;-38;0
-76,5;-37,5;0,0362996786028012
-76,5;-37;0
-76,5;-36;0,0595812309114462
-76,5;-35,5;0,0384638358288232
-76,5;-35;0
-76,5;-34,5;0
-76,5;-34;0
-76,5;-30,5;0,0332340187157678
-76,5;-30;0,0742045536976922
-76,5;-29,5;0,113216421636081
-76,5;-29;0,0249613033847727
-76,5;-28,5;0,0932549524360297
-76,5;-28;0,0704497842541003
-76,5;-27,5;0
-76,5;-27;0,0197989898732233
-76,5;-26,5;0,0641573350160653
-76,5;-26;0,0985724493850983
-76,5;-25,5;0,00707106781186547
-76,5;-25;0,0101488915650922
-76,5;-24,5;0
-76,5;-24;0
-76,5;-23,5;0
-76,5;-23;0
-76,5;-22,5;0
-76,5;-22;0,0643401550787341
-76,5;-21,5;0,0378725934328946
-76,5;-21;0,069265431493639
-76,5;-20,5;0
-76,5;-20;0,0113137084989848
-76,5;-19,5;0,0762367214378368
-76,5;-19;0,0896509571485272
-76,5;-18,5;0,0434925280939152
-76,5;-18;0,0601040764008565
-76,5;-17,5;0
